id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1385540052961353731,1385540052961353731,2021-04-23 10:24:25 GMT,2021-04-23,10:24:25,+0000,1186628409524404226,ministeredelas1,Ministère de la Santé et de l'Action Sociale SEN,,Communiqué 418/23 Avril  -1225 Tests  - 47  Nouveaux cas - 19  Cas contacts - 28 Cas communautaires  - 67 Guéris  - 10 Cas graves - 00 Nouveau décès  A ce jour 40022 cas ont été déclarés positifs dont 38786 guéris 1097 décès 138 sous traitement #Cov19sn - 395635 vaccinés  https://t.co/VMtipAZXdD,fr,[],[],"['https://pbs.twimg.com/media/EzptVSGXEAAchIG.jpg', 'https://pbs.twimg.com/media/EzptVdNXIAY_ZoT.jpg']",2,27,76,['cov19sn'],[],https://twitter.com/MinisteredelaS1/status/1385540052961353731,False,,1,https://pbs.twimg.com/media/EzptVSGXEAAchIG.jpg,,,,,,,[],,,,
1385174313691754501,1385174313691754501,2021-04-22 10:11:06 GMT,2021-04-22,10:11:06,+0000,1186628409524404226,ministeredelas1,Ministère de la Santé et de l'Action Sociale SEN,,Communiqué 417/22 Avril  -1392 Tests  - 65  Nouveaux cas - 30  Cas contacts - 35 Cas communautaires  - 51 Guéris  - 09 Cas graves - 01 Nouveau décès  A ce jour 39975 cas ont été déclarés positifs dont 38719  guéris 1097 décès 158 sous traitement #Cov19sn - 392439 vaccinés  https://t.co/j8rqwMWVZp,fr,[],[],"['https://pbs.twimg.com/media/Ezkgna1WQAIUVDW.jpg', 'https://pbs.twimg.com/media/EzkgnctXoAA2X3w.jpg']",1,27,73,['cov19sn'],[],https://twitter.com/MinisteredelaS1/status/1385174313691754501,False,,1,https://pbs.twimg.com/media/Ezkgna1WQAIUVDW.jpg,,,,,,,[],,,,
1384813311020179457,1384813311020179457,2021-04-21 10:16:36 GMT,2021-04-21,10:16:36,+0000,1186628409524404226,ministeredelas1,Ministère de la Santé et de l'Action Sociale SEN,,Communiqué 416/21 Avril  -1649 Tests  - 74  Nouveaux cas - 30  Cas contacts - 44 Cas communautaires  - 68 Guéris  - 11 Cas graves - 01 Nouveau décès  A ce jour 39910 cas ont été déclarés positifs dont 38668  guéris 1096 décès 145 sous traitement #Cov19sn - 380665 vaccinés  https://t.co/FHHpEhb36K,fr,[],[],"['https://pbs.twimg.com/media/EzfYUC2WEAIJphx.jpg', 'https://pbs.twimg.com/media/EzfYWj-WUAMNYRr.jpg']",1,21,73,['cov19sn'],[],https://twitter.com/MinisteredelaS1/status/1384813311020179457,False,,1,https://pbs.twimg.com/media/EzfYUC2WEAIJphx.jpg,,,,,,,[],,,,
1384449187148820480,1384449187148820480,2021-04-20 10:09:42 GMT,2021-04-20,10:09:42,+0000,1186628409524404226,ministeredelas1,Ministère de la Santé et de l'Action Sociale SEN,,Communiqué 415/20 Avril  -911 Tests  - 15  Nouveaux cas - 07  Cas contacts - 08 Cas communautaires  - 61 Guéris  - 17 Cas graves - 04 Nouveau décès  A ce jour 39836 cas ont été déclarés positifs dont 38600  guéris 1095 décès 140 sous traitement #Cov19sn - 380665 vaccinés  https://t.co/yEWvP6lqty,fr,[],[],"['https://pbs.twimg.com/media/EzaNJ0jWYAA_J-N.jpg', 'https://pbs.twimg.com/media/EzaNLT6WUAEiHjY.jpg']",2,26,89,['cov19sn'],[],https://twitter.com/MinisteredelaS1/status/1384449187148820480,False,,1,https://pbs.twimg.com/media/EzaNJ0jWYAA_J-N.jpg,,,,,,,[],,,,
1384088075282776066,1384088075282776066,2021-04-19 10:14:46 GMT,2021-04-19,10:14:46,+0000,1186628409524404226,ministeredelas1,Ministère de la Santé et de l'Action Sociale SEN,,Communiqué 414/19 Avril  -1221 Tests  - 39  Nouveaux cas - 07  Cas contacts - 32 Cas communautaires  - 28 Guéris  - 14 Cas graves - 00 Nouveau décès  A ce jour 39821 cas ont été déclarés positifs dont 38539  guéris 1091 décès 190 sous traitement #Cov19sn - 380665 vaccinés  https://t.co/osXg18toqc,fr,[],[],"['https://pbs.twimg.com/media/EzVEuIwVUAAk9lO.jpg', 'https://pbs.twimg.com/media/EzVEvneVUAQfyCv.jpg']",0,30,83,['cov19sn'],[],https://twitter.com/MinisteredelaS1/status/1384088075282776066,False,,1,https://pbs.twimg.com/media/EzVEuIwVUAAk9lO.jpg,,,,,,,[],,,,
1383726535673143300,1383726535673143300,2021-04-18 10:18:09 GMT,2021-04-18,10:18:09,+0000,1186628409524404226,ministeredelas1,Ministère de la Santé et de l'Action Sociale SEN,,Communiqué 413/18 Avril  -1536 Tests  - 51  Nouveaux cas - 11  Cas contacts - 40 Cas communautaires  - 70 Guéris  - 19 Cas graves - 01 Nouveau décès  A ce jour 39782 cas ont été déclarés positifs dont 38511  guéris 1091 décès 179 sous traitement #Cov19sn - 380665 vaccinés  https://t.co/LetffHkxfG,fr,[],[],"['https://pbs.twimg.com/media/EzP76yqVIAkbWOJ.jpg', 'https://pbs.twimg.com/media/EzP78C2UYAUThJL.jpg']",1,22,78,['cov19sn'],[],https://twitter.com/MinisteredelaS1/status/1383726535673143300,False,,1,https://pbs.twimg.com/media/EzP76yqVIAkbWOJ.jpg,,,,,,,[],,,,
1383392686737006596,1383392686737006596,2021-04-17 12:11:33 GMT,2021-04-17,12:11:33,+0000,1186628409524404226,ministeredelas1,Ministère de la Santé et de l'Action Sociale SEN,,Ce 17 Avril est célébrée la journée mondiale de l'hémophilie sous le thème  « s’adapter aux changements : perdurer la prise en charge dans un nouveau monde». #WorldHemophiliaDay #msas #MNT #Senegal  https://t.co/T4igl5jXFm,fr,[],[],['https://pbs.twimg.com/media/EzLMT93VkAALZvQ.jpg'],0,8,34,"['worldhemophiliaday', 'msas', 'mnt', 'senegal']",[],https://twitter.com/MinisteredelaS1/status/1383392686737006596,False,,1,https://pbs.twimg.com/media/EzLMT93VkAALZvQ.jpg,,,,,,,[],,,,
1383362849725030410,1383362849725030410,2021-04-17 10:12:59 GMT,2021-04-17,10:12:59,+0000,1186628409524404226,ministeredelas1,Ministère de la Santé et de l'Action Sociale SEN,,Communiqué 412/17 Avril  -1672 Tests  - 67  Nouveaux cas - 28  Cas contacts - 39 Cas communautaires  - 31 Guéris  - 16 Cas graves - 03 Nouveaux décès  A ce jour 39731 cas ont été déclarés positifs dont 38441  guéris 1090 décès 199 sous traitement #Cov19sn - 380665 vaccinés  https://t.co/xfwkQy84Y8,fr,[],[],"['https://pbs.twimg.com/media/EzKxJa0VcAU_drh.jpg', 'https://pbs.twimg.com/media/EzKxK0-VcAQHEZc.jpg']",0,28,66,['cov19sn'],[],https://twitter.com/MinisteredelaS1/status/1383362849725030410,False,,1,https://pbs.twimg.com/media/EzKxJa0VcAU_drh.jpg,,,,,,,[],,,,
1383000838633820161,1383000838633820161,2021-04-16 10:14:29 GMT,2021-04-16,10:14:29,+0000,1186628409524404226,ministeredelas1,Ministère de la Santé et de l'Action Sociale SEN,,Communiqué 411/16 Avril  -1575 Tests  - 58  Nouveaux cas - 21  Cas contacts - 37 Cas communautaires  - 67 Guéris  - 16 Cas graves - 02 Nouveaux décès  A ce jour 39664 cas ont été déclarés positifs dont 38410  guéris 1087 décès 166 sous traitement #Cov19sn - 379900 vaccinés  https://t.co/c7nyzrkgfa,fr,[],[],"['https://pbs.twimg.com/media/EzFn6-SXEAINd7y.jpg', 'https://pbs.twimg.com/media/EzFn7c3WEAAQjOz.jpg']",0,25,93,['cov19sn'],[],https://twitter.com/MinisteredelaS1/status/1383000838633820161,False,,1,https://pbs.twimg.com/media/EzFn6-SXEAINd7y.jpg,,,,,,,[],,,,
1382637036910305282,1382637036910305282,2021-04-15 10:08:52 GMT,2021-04-15,10:08:52,+0000,1186628409524404226,ministeredelas1,Ministère de la Santé et de l'Action Sociale SEN,,Communiqué 410/15 Avril  -1315 Tests  - 46  Nouveaux cas - 15  Cas contacts - 31 Cas communautaires  - 53 Guéris  - 17 Cas graves - 01 Nouveaux décès  A ce jour 39606 cas ont été déclarés positifs dont 38343  guéris 1085 décès 177 sous traitement #Cov19sn - 376974 vaccinés  https://t.co/s2I26kGMl7,fr,[],[],"['https://pbs.twimg.com/media/EzAdALCXEAAlyf4.jpg', 'https://pbs.twimg.com/media/EzAdBsDWYAYGYkF.jpg']",1,28,79,['cov19sn'],[],https://twitter.com/MinisteredelaS1/status/1382637036910305282,False,,1,https://pbs.twimg.com/media/EzAdALCXEAAlyf4.jpg,,,,,,,[],,,,
1382274614244614144,1382274614244614144,2021-04-14 10:08:44 GMT,2021-04-14,10:08:44,+0000,1186628409524404226,ministeredelas1,Ministère de la Santé et de l'Action Sociale SEN,,Communiqué 409/14Avril  -1511 Tests  - 65  Nouveaux cas - 21  Cas contacts - 44 Cas communautaires  - 49 Guéris  - 17 Cas graves - 03 Nouveaux décès  A ce jour 39560 cas ont été déclarés positifs dont 38290  guéris 1084 décès 185 sous traitement #Cov19sn - 370037 vaccinés  https://t.co/2QZNlZ9GeD,fr,[],[],"['https://pbs.twimg.com/media/Ey7TZzCXEAAvsJi.jpg', 'https://pbs.twimg.com/media/Ey7TbYfXIAAzJOJ.jpg']",0,24,84,['cov19sn'],[],https://twitter.com/MinisteredelaS1/status/1382274614244614144,False,,1,https://pbs.twimg.com/media/Ey7TZzCXEAAvsJi.jpg,,,,,,,[],,,,
1382056745900646402,1382056745900646402,2021-04-13 19:43:00 GMT,2021-04-13,19:43:00,+0000,1186628409524404226,ministeredelas1,Ministère de la Santé et de l'Action Sociale SEN,,Monsieur le #MSAS a réceptionné un don en matériels médicaux et de produits d'hygiènes d'une valeur de 771.883.158 destiné au CTE de l'hôpital A.Le Dantec et l'appui d'un montant de 266.324.048.Fruit d'une collaboration entre @unicefsenegal et le gouvernement du Japon #Cov19sn  https://t.co/zjMMgn5V1f,fr,"[{'screen_name': 'unicefsenegal', 'name': 'unicef sénégal', 'id': '545140456'}]",[],"['https://pbs.twimg.com/media/Ey4NLSdWgAcuNkc.jpg', 'https://pbs.twimg.com/media/Ey4NOtMXEAk3j7L.jpg', 'https://pbs.twimg.com/media/Ey4NP9vXMAc50f0.jpg', 'https://pbs.twimg.com/media/Ey4NR3uXAAIN8SG.jpg']",1,12,61,"['msas', 'cov19sn']",[],https://twitter.com/MinisteredelaS1/status/1382056745900646402,False,,1,https://pbs.twimg.com/media/Ey4NLSdWgAcuNkc.jpg,,,,,,,[],,,,
1381911911944617984,1381911911944617984,2021-04-13 10:07:29 GMT,2021-04-13,10:07:29,+0000,1186628409524404226,ministeredelas1,Ministère de la Santé et de l'Action Sociale SEN,,Communiqué 408/13Avril  -999 Tests  - 30  Nouveaux cas - 13  Cas contacts - 17 Cas communautaires  - 26 Guéris  - 14 Cas graves - 02 Nouveaux décès  A ce jour 39495 cas ont été déclarés positifs dont 38241  guéris 1081 décès 172 sous traitement #Cov19sn - 362271 vaccinés  https://t.co/nAeKjiWiWN,fr,[],[],"['https://pbs.twimg.com/media/Ey2JhogWYAMXg7d.jpg', 'https://pbs.twimg.com/media/Ey2JjPiWUAAq0qT.jpg']",0,22,87,['cov19sn'],[],https://twitter.com/MinisteredelaS1/status/1381911911944617984,False,,1,https://pbs.twimg.com/media/Ey2JhogWYAMXg7d.jpg,,,,,,,[],,,,
1381554057563758594,1381554057563758594,2021-04-12 10:25:30 GMT,2021-04-12,10:25:30,+0000,1186628409524404226,ministeredelas1,Ministère de la Santé et de l'Action Sociale SEN,,Communiqué 407/12Avril  -1287 Tests  - 34  Nouveaux cas - 11  Cas contacts - 23 Cas communautaires  - 41 Guéris  - 17 Cas graves - 01 Nouveaux décès  A ce jour 39465 cas ont été déclarés positifs dont 38125  guéris 1079 décès 170 sous traitement #Cov19sn - 351372 vaccinés  https://t.co/nhcu6rug3K,fr,[],[],"['https://pbs.twimg.com/media/EyxEFy_WEAIBjGW.jpg', 'https://pbs.twimg.com/media/EyxEF-MW8AENZVv.jpg']",0,27,99,['cov19sn'],[],https://twitter.com/MinisteredelaS1/status/1381554057563758594,False,,1,https://pbs.twimg.com/media/EyxEFy_WEAIBjGW.jpg,,,,,,,[],,,,
1381186949927538689,1381186949927538689,2021-04-11 10:06:44 GMT,2021-04-11,10:06:44,+0000,1186628409524404226,ministeredelas1,Ministère de la Santé et de l'Action Sociale SEN,,Communiqué 406/11Avril  -1810 Tests  - 67  Nouveaux cas - 23  Cas contacts - 44 Cas communautaires  - 73 Guéris  - 16 Cas graves - 01 Nouveaux décès  A ce jour 39431 cas ont été déclarés positifs dont 38174  guéris 1078 décès 178 sous traitement #Cov19sn - 349108 vaccinés  https://t.co/LccJzqnocU,fr,[],[],"['https://pbs.twimg.com/media/Eyr2LVIWgAAVSX9.jpg', 'https://pbs.twimg.com/media/Eyr2MsAW8AEXEEW.jpg']",2,34,114,['cov19sn'],[],https://twitter.com/MinisteredelaS1/status/1381186949927538689,False,,1,https://pbs.twimg.com/media/Eyr2LVIWgAAVSX9.jpg,,,,,,,[],,,,
1380827421566513159,1380827421566513159,2021-04-10 10:18:06 GMT,2021-04-10,10:18:06,+0000,1186628409524404226,ministeredelas1,Ministère de la Santé et de l'Action Sociale SEN,,Communiqué 405/10Avril  -1515 Tests  - 57  Nouveaux cas - 19  Cas contacts - 38 Cas communautaires  - 70 Guéris  - 18 Cas graves - 03 Nouveaux décès  A ce jour 39364 cas ont été déclarés positifs dont 38101  guéris 1077 décès 185 sous traitement #Cov19sn - 343222 vaccinés  https://t.co/joqvT076T6,fr,[],[],"['https://pbs.twimg.com/media/EymvMGWWQAE9vL7.jpg', 'https://pbs.twimg.com/media/EymvNbbXMAMj9Gh.jpg']",1,28,106,['cov19sn'],[],https://twitter.com/MinisteredelaS1/status/1380827421566513159,False,,1,https://pbs.twimg.com/media/EymvMGWWQAE9vL7.jpg,,,,,,,[],,,,
1380464313576665090,1380464313576665090,2021-04-09 10:15:14 GMT,2021-04-09,10:15:14,+0000,1186628409524404226,ministeredelas1,Ministère de la Santé et de l'Action Sociale SEN,,Communiqué 404/09Avril  -1441 Tests  - 70  Nouveaux cas - 25  Cas contacts - 45 Cas communautaires  - 61 Guéris  - 21 Cas graves - 01 Nouveaux décès  A ce jour 39307 cas ont été déclarés positifs dont 38031  guéris 1074 décès 201 sous traitement #Cov19sn - 334236 vaccinés  https://t.co/SDjiwklpdP,fr,[],[],"['https://pbs.twimg.com/media/Eyhk6F3WYAINNgB.jpg', 'https://pbs.twimg.com/media/Eyhk7uFXIAI5o9F.jpg']",0,28,96,['cov19sn'],[],https://twitter.com/MinisteredelaS1/status/1380464313576665090,False,,1,https://pbs.twimg.com/media/Eyhk6F3WYAINNgB.jpg,,,,,,,[],,,,
1380102539497107463,1380102539497107463,2021-04-08 10:17:41 GMT,2021-04-08,10:17:41,+0000,1186628409524404226,ministeredelas1,Ministère de la Santé et de l'Action Sociale SEN,,Communiqué 403/08Avril  -1421 Tests  - 73  Nouveaux cas - 29  Cas contacts - 44 Cas communautaires  - 82 Guéris  - 23 Cas graves - 03 Nouveaux décès  A ce jour 39237 cas ont été déclarés positifs dont 37970  guéris 1073 décès 193 sous traitement #Cov19sn - 326910 vaccinés  https://t.co/cVibgPp3ek,fr,[],[],"['https://pbs.twimg.com/media/Eycb6TwWEAUI63d.jpg', 'https://pbs.twimg.com/media/Eycb7yKXEAMhkIh.jpg']",1,26,90,['cov19sn'],[],https://twitter.com/MinisteredelaS1/status/1380102539497107463,False,,1,https://pbs.twimg.com/media/Eycb6TwWEAUI63d.jpg,,,,,,,[],,,,
1379743358462128131,1379743358462128131,2021-04-07 10:30:25 GMT,2021-04-07,10:30:25,+0000,1186628409524404226,ministeredelas1,Ministère de la Santé et de l'Action Sociale SEN,,#Journeemondialedelasante2021 Déclaration  du  Ministre de la Santé et de l' Action sociale  @abdioufsarr @OMS_SENEGAL  @unicefsenegal  @UNFPASenegal  #Senegal #cov19sn Lien  https://t.co/Diy79oO0B4  https://t.co/HV3UCOCSjc,fr,"[{'screen_name': 'abdioufsarr', 'name': 'abdoulaye diouf sarr', 'id': '1144615193445654533'}, {'screen_name': 'oms_senegal', 'name': 'oms senegal', 'id': '983363538013040640'}, {'screen_name': 'unicefsenegal', 'name': 'unicef sénégal', 'id': '545140456'}, {'screen_name': 'unfpasenegal', 'name': 'unfpasénégal', 'id': '3019685393'}]",['https://web.facebook.com/santegouvsenegal/?__cft__[0]=AZWConpcxBp6QmoXS6doRlcfGUIj84yuiPoOCslwdzN_9DsxSoLl0uLVVLB8iVO-XgNXk4sWVS-1VWmDMlNBEwR5u0i7zhwXCCEcX4Dl5kb9To923EdaHK-7kE6bSlSjCP0-cD-Uc8Zmy5KDCKLP8z_7hr4KLen_sUPwnW3MO0bMf99I2_fOzrkNou0SjOmPr2A&__tn__=-UC%2CP-R'],['https://pbs.twimg.com/media/EyXVQs0WEAEZs8-.jpg'],0,5,35,"['journeemondialedelasante2021', 'senegal', 'cov19sn']",[],https://twitter.com/MinisteredelaS1/status/1379743358462128131,False,,1,https://pbs.twimg.com/media/EyXVQs0WEAEZs8-.jpg,,,,,,,[],,,,
1379739367791603713,1379739367791603713,2021-04-07 10:14:34 GMT,2021-04-07,10:14:34,+0000,1186628409524404226,ministeredelas1,Ministère de la Santé et de l'Action Sociale SEN,,Communiqué 402/07  Avril  -867 Tests  - 37  Nouveaux cas - 13  Cas contacts - 24 Cas communautaires  - 66 Guéris  - 25 Cas graves - 05 Nouveaux décès  A ce jour 39164 cas ont été déclarés positifs dont 37888  guéris 1070 décès 205 sous traitement #Cov19sn - 308318 vaccinés  https://t.co/Rk6wYciiDF,fr,[],[],"['https://pbs.twimg.com/media/EyXRmt4XIAIAZro.jpg', 'https://pbs.twimg.com/media/EyXRoPfWYAArrBu.jpg']",2,25,87,['cov19sn'],[],https://twitter.com/MinisteredelaS1/status/1379739367791603713,False,,1,https://pbs.twimg.com/media/EyXRmt4XIAIAZro.jpg,,,,,,,[],,,,
